object_id,object_type,component_count,epsilon_SE,model_id,chi_each,chi_total_per_component,selected_n_per_component,exact_holonomy_all_components,integer_selection_all_components,charge_safe_all_components,sum_lk_signed_estimate,sum_lk_signed_integer,pairwise_cross_signed,sum_abs_lk_integer,pairwise_cross_abs,self_attachment_sum_abs,helicity_index_signed_pairwise_only,helicity_index_unoriented_abs_pairwise_only,higher_linking_term,audit_status,notes
knot_6.2.1,multicomponent_link,2,0,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1,1;1,YES,YES,YES,3.00003143332,3,6,3,6,2,8,8,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.2.1,multicomponent_link,2,0,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1,-1;-1,YES,YES,YES,3.00003143332,3,6,3,6,2,8,8,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.2.1,multicomponent_link,2,0.01,C0_CANON_ATTACHED_BASELINE,1,1;1,1;1,YES,YES,YES,3.00003143332,3,6,3,6,2,8,8,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.2.1,multicomponent_link,2,0.01,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1,1;1,YES,YES,YES,3.00003143332,3,6,3,6,2,8,8,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.2.1,multicomponent_link,2,0.01,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1,-1;-1,YES,YES,YES,3.00003143332,3,6,3,6,2,8,8,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.2.1,multicomponent_link,2,0.1,C0_CANON_ATTACHED_BASELINE,1,1;1,1;1,YES,YES,YES,3.00003143332,3,6,3,6,2,8,8,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.2.1,multicomponent_link,2,0.1,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1,1;1,YES,YES,YES,3.00003143332,3,6,3,6,2,8,8,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.2.1,multicomponent_link,2,0.1,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1,-1;-1,YES,YES,YES,3.00003143332,3,6,3,6,2,8,8,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.2.1,multicomponent_link,2,1,C0_CANON_ATTACHED_BASELINE,1,1;1,1;1,YES,YES,YES,3.00003143332,3,6,3,6,2,8,8,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.2.1,multicomponent_link,2,1,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1,1;1,YES,YES,YES,3.00003143332,3,6,3,6,2,8,8,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.2.1,multicomponent_link,2,1,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1,-1;-1,YES,YES,YES,3.00003143332,3,6,3,6,2,8,8,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.1,multicomponent_link,3,0,C0_CANON_ATTACHED_BASELINE,1,1;1;1,1;1;1,YES,YES,YES,-1.0000117244,-1,-2,3,6,3,1,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.1,multicomponent_link,3,0,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1;1,1;1;1,YES,YES,YES,-1.0000117244,-1,-2,3,6,3,1,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.1,multicomponent_link,3,0,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1;-1,-1;-1;-1,YES,YES,YES,-1.0000117244,-1,-2,3,6,3,1,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.1,multicomponent_link,3,0.01,C0_CANON_ATTACHED_BASELINE,1,1;1;1,1;1;1,YES,YES,YES,-1.0000117244,-1,-2,3,6,3,1,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.1,multicomponent_link,3,0.01,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1;1,1;1;1,YES,YES,YES,-1.0000117244,-1,-2,3,6,3,1,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.1,multicomponent_link,3,0.01,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1;-1,-1;-1;-1,YES,YES,YES,-1.0000117244,-1,-2,3,6,3,1,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.1,multicomponent_link,3,0.1,C0_CANON_ATTACHED_BASELINE,1,1;1;1,1;1;1,YES,YES,YES,-1.0000117244,-1,-2,3,6,3,1,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.1,multicomponent_link,3,0.1,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1;1,1;1;1,YES,YES,YES,-1.0000117244,-1,-2,3,6,3,1,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.1,multicomponent_link,3,0.1,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1;-1,-1;-1;-1,YES,YES,YES,-1.0000117244,-1,-2,3,6,3,1,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.1,multicomponent_link,3,1,C0_CANON_ATTACHED_BASELINE,1,1;1;1,1;1;1,YES,YES,YES,-1.0000117244,-1,-2,3,6,3,1,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.1,multicomponent_link,3,1,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1;1,1;1;1,YES,YES,YES,-1.0000117244,-1,-2,3,6,3,1,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.1,multicomponent_link,3,1,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1;-1,-1;-1;-1,YES,YES,YES,-1.0000117244,-1,-2,3,6,3,1,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.2,multicomponent_link,3,0,C0_CANON_ATTACHED_BASELINE,1,1;1;1,1;1;1,YES,YES,YES,-2.41283200593e-12,0,0,0,0,3,3,3,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.2,multicomponent_link,3,0,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1;1,1;1;1,YES,YES,YES,-2.41283200593e-12,0,0,0,0,3,3,3,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.2,multicomponent_link,3,0,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1;-1,-1;-1;-1,YES,YES,YES,-2.41283200593e-12,0,0,0,0,3,3,3,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.2,multicomponent_link,3,0.01,C0_CANON_ATTACHED_BASELINE,1,1;1;1,1;1;1,YES,YES,YES,-2.41283200593e-12,0,0,0,0,3,3,3,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.2,multicomponent_link,3,0.01,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1;1,1;1;1,YES,YES,YES,-2.41283200593e-12,0,0,0,0,3,3,3,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.2,multicomponent_link,3,0.01,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1;-1,-1;-1;-1,YES,YES,YES,-2.41283200593e-12,0,0,0,0,3,3,3,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.2,multicomponent_link,3,0.1,C0_CANON_ATTACHED_BASELINE,1,1;1;1,1;1;1,YES,YES,YES,-2.41283200593e-12,0,0,0,0,3,3,3,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.2,multicomponent_link,3,0.1,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1;1,1;1;1,YES,YES,YES,-2.41283200593e-12,0,0,0,0,3,3,3,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.2,multicomponent_link,3,0.1,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1;-1,-1;-1;-1,YES,YES,YES,-2.41283200593e-12,0,0,0,0,3,3,3,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.2,multicomponent_link,3,1,C0_CANON_ATTACHED_BASELINE,1,1;1;1,1;1;1,YES,YES,YES,-2.41283200593e-12,0,0,0,0,3,3,3,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.2,multicomponent_link,3,1,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1;1,1;1;1,YES,YES,YES,-2.41283200593e-12,0,0,0,0,3,3,3,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.2,multicomponent_link,3,1,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1;-1,-1;-1;-1,YES,YES,YES,-2.41283200593e-12,0,0,0,0,3,3,3,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.3,multicomponent_link,3,0,C0_CANON_ATTACHED_BASELINE,1,1;1;1,1;1;1,YES,YES,YES,1.0000076161,1,2,3,6,3,5,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.3,multicomponent_link,3,0,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1;1,1;1;1,YES,YES,YES,1.0000076161,1,2,3,6,3,5,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.3,multicomponent_link,3,0,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1;-1,-1;-1;-1,YES,YES,YES,1.0000076161,1,2,3,6,3,5,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.3,multicomponent_link,3,0.01,C0_CANON_ATTACHED_BASELINE,1,1;1;1,1;1;1,YES,YES,YES,1.0000076161,1,2,3,6,3,5,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.3,multicomponent_link,3,0.01,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1;1,1;1;1,YES,YES,YES,1.0000076161,1,2,3,6,3,5,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.3,multicomponent_link,3,0.01,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1;-1,-1;-1;-1,YES,YES,YES,1.0000076161,1,2,3,6,3,5,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.3,multicomponent_link,3,0.1,C0_CANON_ATTACHED_BASELINE,1,1;1;1,1;1;1,YES,YES,YES,1.0000076161,1,2,3,6,3,5,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.3,multicomponent_link,3,0.1,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1;1,1;1;1,YES,YES,YES,1.0000076161,1,2,3,6,3,5,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.3,multicomponent_link,3,0.1,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1;-1,-1;-1;-1,YES,YES,YES,1.0000076161,1,2,3,6,3,5,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.3,multicomponent_link,3,1,C0_CANON_ATTACHED_BASELINE,1,1;1;1,1;1;1,YES,YES,YES,1.0000076161,1,2,3,6,3,5,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.3,multicomponent_link,3,1,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1;1,1;1;1,YES,YES,YES,1.0000076161,1,2,3,6,3,5,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_6.3.3,multicomponent_link,3,1,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1;-1,-1;-1;-1,YES,YES,YES,1.0000076161,1,2,3,6,3,5,9,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.5,multicomponent_link,2,0,C0_CANON_ATTACHED_BASELINE,1,1;1,1;1,YES,YES,YES,2.00002249363,2,4,2,4,2,6,6,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.5,multicomponent_link,2,0,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1,1;1,YES,YES,YES,2.00002249363,2,4,2,4,2,6,6,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.5,multicomponent_link,2,0,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1,-1;-1,YES,YES,YES,2.00002249363,2,4,2,4,2,6,6,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.5,multicomponent_link,2,0.01,C0_CANON_ATTACHED_BASELINE,1,1;1,1;1,YES,YES,YES,2.00002249363,2,4,2,4,2,6,6,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.5,multicomponent_link,2,0.01,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1,1;1,YES,YES,YES,2.00002249363,2,4,2,4,2,6,6,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.5,multicomponent_link,2,0.01,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1,-1;-1,YES,YES,YES,2.00002249363,2,4,2,4,2,6,6,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.5,multicomponent_link,2,0.1,C0_CANON_ATTACHED_BASELINE,1,1;1,1;1,YES,YES,YES,2.00002249363,2,4,2,4,2,6,6,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.5,multicomponent_link,2,0.1,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1,1;1,YES,YES,YES,2.00002249363,2,4,2,4,2,6,6,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.5,multicomponent_link,2,0.1,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1,-1;-1,YES,YES,YES,2.00002249363,2,4,2,4,2,6,6,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.5,multicomponent_link,2,1,C0_CANON_ATTACHED_BASELINE,1,1;1,1;1,YES,YES,YES,2.00002249363,2,4,2,4,2,6,6,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.5,multicomponent_link,2,1,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1,1;1,YES,YES,YES,2.00002249363,2,4,2,4,2,6,6,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.5,multicomponent_link,2,1,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1,-1;-1,YES,YES,YES,2.00002249363,2,4,2,4,2,6,6,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.6,multicomponent_link,2,0,C0_CANON_ATTACHED_BASELINE,1,1;1,1;1,YES,YES,YES,-1.98846525892e-06,0,0,0,0,2,2,2,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.6,multicomponent_link,2,0,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1,1;1,YES,YES,YES,-1.98846525892e-06,0,0,0,0,2,2,2,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.6,multicomponent_link,2,0,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1,-1;-1,YES,YES,YES,-1.98846525892e-06,0,0,0,0,2,2,2,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.6,multicomponent_link,2,0.01,C0_CANON_ATTACHED_BASELINE,1,1;1,1;1,YES,YES,YES,-1.98846525892e-06,0,0,0,0,2,2,2,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.6,multicomponent_link,2,0.01,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1,1;1,YES,YES,YES,-1.98846525892e-06,0,0,0,0,2,2,2,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.6,multicomponent_link,2,0.01,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1,-1;-1,YES,YES,YES,-1.98846525892e-06,0,0,0,0,2,2,2,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.6,multicomponent_link,2,0.1,C0_CANON_ATTACHED_BASELINE,1,1;1,1;1,YES,YES,YES,-1.98846525892e-06,0,0,0,0,2,2,2,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.6,multicomponent_link,2,0.1,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1,1;1,YES,YES,YES,-1.98846525892e-06,0,0,0,0,2,2,2,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.6,multicomponent_link,2,0.1,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1,-1;-1,YES,YES,YES,-1.98846525892e-06,0,0,0,0,2,2,2,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.6,multicomponent_link,2,1,C0_CANON_ATTACHED_BASELINE,1,1;1,1;1,YES,YES,YES,-1.98846525892e-06,0,0,0,0,2,2,2,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.6,multicomponent_link,2,1,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1,1;1,YES,YES,YES,-1.98846525892e-06,0,0,0,0,2,2,2,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.6,multicomponent_link,2,1,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1,-1;-1,YES,YES,YES,-1.98846525892e-06,0,0,0,0,2,2,2,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.8,multicomponent_link,2,0,C0_CANON_ATTACHED_BASELINE,1,1;1,1;1,YES,YES,YES,1.96207764415e-10,0,0,0,0,2,2,2,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.8,multicomponent_link,2,0,C1_COMPENSATED_NEUTRAL_MATTER,1,1;1,1;1,YES,YES,YES,1.96207764415e-10,0,0,0,0,2,2,2,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
knot_7.2.8,multicomponent_link,2,0,C2_COMPENSATED_NEUTRAL_ANTIMATTER,-1,-1;-1,-1;-1,YES,YES,YES,1.96207764415e-10,0,0,0,0,2,2,2,,LINK_CANON_CANDIDATE_EXACT_COMPENSATED,H/Gamma^2 = sum_i SL_i + 2 sum_ij Lk_ij + higher. Self SL_i here is attachment-only unless component SL_geom is supplied.
